deviceid, timestamp, latitude, longitude, humidity, temperature, particles, carbonmonoxide, heaterOn 
1, 2015-10-22T10:21:19+10:30,-34.933819,138.606335,36.400002,21.9,172,269,1
1, 2015-10-22T10:21:24+10:30,-34.933531,138.606328,36.299999,21.9,161,304,1
1, 2015-10-22T10:21:29+10:30,-34.933255,138.606279,36.099998,22,165,276,1
1, 2015-10-22T10:21:34+10:30,-34.932872,138.606256,36,22.1,198,247,1
1, 2015-10-22T10:21:39+10:30,-34.932476,138.606212,35.799999,22.200001,173,238,1
1, 2015-10-22T10:21:44+10:30,-34.932094,138.60619,35.700001,22.200001,170,221,1
1, 2015-10-22T10:21:49+10:30,-34.931753,138.60616,35.599998,22.299999,158,221,1
1, 2015-10-22T10:21:54+10:30,-34.931393,138.606117,35.599998,22.4,215,228,1
1, 2015-10-22T10:21:59+10:30,-34.93107,138.606095,35.700001,22.5,160,229,1
1, 2015-10-22T10:22:04+10:30,-34.930698,138.606111,35.5,22.6,158,223,1
1, 2015-10-22T10:22:09+10:30,-34.930459,138.606065,35.299999,22.6,165,232,1
1, 2015-10-22T10:22:14+10:30,-34.930209,138.606056,35,22.799999,156,228,1
1, 2015-10-22T10:22:19+10:30,-34.930036,138.606023,34.700001,22.9,195,118,0
1, 2015-10-22T10:22:24+10:30,-34.929944,138.606004,34.599998,23.1,176,80,0
1, 2015-10-22T10:22:29+10:30,-34.929882,138.605995,34.400002,23.200001,176,63,0
1, 2015-10-22T10:22:34+10:30,-34.929514,138.605993,34.299999,23.299999,146,60,0
1, 2015-10-22T10:22:39+10:30,-34.929207,138.605982,34,23.4,195,31,0
1, 2015-10-22T10:22:44+10:30,-34.928913,138.605974,33.799999,23.5,143,28,0
1, 2015-10-22T10:22:49+10:30,-34.928583,138.60597,33.5,23.6,155,26,0
1, 2015-10-22T10:22:54+10:30,-34.928154,138.605878,33.200001,23.700001,195,25,0
1, 2015-10-22T10:22:59+10:30,-34.927799,138.605862,32.900002,23.799999,176,26,0
1, 2015-10-22T10:23:04+10:30,-34.927426,138.605841,32.599998,23.799999,137,28,0
1, 2015-10-22T10:23:09+10:30,-34.927052,138.605802,32.400002,24,192,29,0
1, 2015-10-22T10:23:14+10:30,-34.926746,138.605757,32.299999,24.1,171,26,0
1, 2015-10-22T10:23:19+10:30,-34.92648,138.605762,32,24.200001,124,33,0
1, 2015-10-22T10:23:24+10:30,-34.926171,138.60575,31.700001,24.299999,185,35,0
1, 2015-10-22T10:23:29+10:30,-34.925849,138.605724,31.5,24.299999,186,36,0
1, 2015-10-22T10:23:34+10:30,-34.925516,138.605625,31.299999,24.4,171,34,0
1, 2015-10-22T10:23:39+10:30,-34.925136,138.605612,31.200001,24.6,194,33,0
1, 2015-10-22T10:23:44+10:30,-34.924757,138.60559,31,24.6,182,30,0
1, 2015-10-22T10:23:50+10:30,-34.924491,138.605566,30.799999,24.6,154,186,1
1, 2015-10-22T10:23:55+10:30,-34.924334,138.605572,30.6,24.799999,163,266,1
1, 2015-10-22T10:24:00+10:30,-34.924273,138.605568,30.5,24.9,174,234,1
1, 2015-10-22T10:24:05+10:30,-34.924273,138.605568,30.299999,25,160,206,1
1, 2015-10-22T10:24:10+10:30,-34.924273,138.605568,30.200001,25.1,176,191,1
1, 2015-10-22T10:24:15+10:30,-34.924273,138.605568,30.1,25.1,162,185,1
1, 2015-10-22T10:24:20+10:30,-34.924273,138.605568,30.1,25.1,168,182,1
1, 2015-10-22T10:24:25+10:30,-34.924273,138.605568,30,25.1,160,180,1
1, 2015-10-22T10:24:30+10:30,-34.924273,138.605568,29.9,25.200001,169,178,1
1, 2015-10-22T10:24:35+10:30,-34.924273,138.605568,29.700001,25.200001,156,176,1
1, 2015-10-22T10:24:40+10:30,-34.924273,138.605568,29.700001,25.1,159,178,1
1, 2015-10-22T10:24:45+10:30,-34.924273,138.605568,29.6,25.1,173,180,1
1, 2015-10-22T10:24:50+10:30,-34.924273,138.605568,29.5,25,120,90,0
1, 2015-10-22T10:24:55+10:30,-34.924223,138.605557,29.6,25,191,52,0
1, 2015-10-22T10:25:00+10:30,-34.924059,138.605496,29.700001,25.1,181,27,0
1, 2015-10-22T10:25:05+10:30,-34.923614,138.60551,29.799999,25.200001,196,20,0
1, 2015-10-22T10:25:10+10:30,-34.923426,138.6055,29.700001,25.200001,134,18,0
1, 2015-10-22T10:25:15+10:30,-34.923207,138.605487,29.6,25.200001,182,28,0
1, 2015-10-22T10:25:20+10:30,-34.923045,138.60548,29.4,25.299999,137,34,0
1, 2015-10-22T10:25:25+10:30,-34.922997,138.60547,29.299999,25.299999,193,41,0
1, 2015-10-22T10:25:30+10:30,-34.922899,138.605452,29.200001,25.299999,182,48,0
1, 2015-10-22T10:25:35+10:30,-34.922845,138.605454,29.200001,25.4,191,54,0
1, 2015-10-22T10:25:40+10:30,-34.922663,138.605424,29.1,25.4,153,50,0
1, 2015-10-22T10:25:45+10:30,-34.922443,138.605402,29.1,25.4,191,50,0
1, 2015-10-22T10:25:50+10:30,-34.922137,138.605455,29,25.5,109,54,0
1, 2015-10-22T10:25:55+10:30,-34.921898,138.60551,28.9,25.5,146,51,0
1, 2015-10-22T10:26:00+10:30,-34.921838,138.605295,28.9,25.4,191,39,0
1, 2015-10-22T10:26:05+10:30,-34.921852,138.605153,28.799999,25.299999,182,41,0
1, 2015-10-22T10:26:10+10:30,-34.921888,138.605019,28.799999,25.1,174,54,0
1, 2015-10-22T10:26:15+10:30,-34.921845,138.604969,28.799999,25.1,168,65,0
1, 2015-10-22T10:26:20+10:30,-34.921803,138.60487,29,25,173,231,1
1, 2015-10-22T10:26:25+10:30,-34.921803,138.60487,29.1,25,198,248,1
1, 2015-10-22T10:26:30+10:30,-34.921828,138.604802,29.200001,25,174,216,1
1, 2015-10-22T10:26:37+10:30,-34.921828,138.604802,29.299999,24.9,169,193,1
1, 2015-10-22T10:26:40+10:30,-34.92183,138.604811,29.4,24.9,159,182,1
1, 2015-10-22T10:26:45+10:30,-34.92183,138.604811,29.4,24.799999,173,176,1
1, 2015-10-22T10:26:50+10:30,-34.92183,138.604811,29.5,24.799999,153,174,1
1, 2015-10-22T10:26:55+10:30,-34.92183,138.604811,29.6,24.700001,171,173,1
1, 2015-10-22T10:27:00+10:30,-34.921736,138.604782,29.6,24.700001,176,172,1
1, 2015-10-22T10:27:05+10:30,-34.921736,138.604782,29.9,24.700001,180,173,1
1, 2015-10-22T10:27:10+10:30,-34.921736,138.604782,29.9,24.6,160,172,1
1, 2015-10-22T10:27:15+10:30,-34.921755,138.604718,30.1,24.6,162,172,1
1, 2015-10-22T10:27:20+10:30,-34.921755,138.604718,30.1,24.6,196,81,0
1, 2015-10-22T10:27:25+10:30,-34.921841,138.604763,30.299999,24.5,128,48,0
1, 2015-10-22T10:27:30+10:30,-34.921892,138.604752,30.4,24.5,179,37,0
1, 2015-10-22T10:27:35+10:30,-34.921836,138.604774,30.299999,24.4,184,33,0
1, 2015-10-22T10:27:40+10:30,-34.921836,138.604774,30.4,24.4,193,31,0
1, 2015-10-22T10:27:45+10:30,-34.921836,138.604774,30.6,24.4,134,32,0
1, 2015-10-22T10:27:50+10:30,-34.921836,138.604774,30.700001,24.299999,195,33,0
1, 2015-10-22T10:27:55+10:30,-34.921875,138.604743,31,24.200001,122,35,0
1, 2015-10-22T10:28:00+10:30,-34.921875,138.604743,31.4,24.200001,198,37,0
1, 2015-10-22T10:28:05+10:30,-34.922034,138.604824,31.799999,24.1,165,41,0
1, 2015-10-22T10:28:10+10:30,-34.922034,138.604824,32.200001,24.1,175,44,0
1, 2015-10-22T10:28:15+10:30,-34.922037,138.604879,32.5,24,169,46,0
1, 2015-10-22T10:28:20+10:30,-34.92202,138.604807,33,24,189,50,0
1, 2015-10-22T10:28:25+10:30,-34.921927,138.604783,33.400002,24,129,53,0
1, 2015-10-22T10:28:30+10:30,-34.921893,138.604835,33.700001,23.9,185,57,0
1, 2015-10-22T10:28:35+10:30,-34.921893,138.604803,34.099998,23.9,183,61,0
1, 2015-10-22T10:28:40+10:30,-34.921891,138.604764,34.299999,23.799999,166,65,0
1, 2015-10-22T13:12:03+10:30,-34.922026,138.604888,42.900002,22.4,154,219,1
1, 2015-10-22T13:12:08+10:30,-34.922026,138.604888,42.900002,22.4,165,211,1
1, 2015-10-22T13:12:13+10:30,-34.922026,138.604888,42.900002,22.4,167,206,1
1, 2015-10-22T13:12:18+10:30,-34.922026,138.604888,43,22.5,166,203,1
1, 2015-10-22T13:12:23+10:30,-34.922026,138.604888,43,22.5,172,198,1
1, 2015-10-22T13:12:28+10:30,-34.922026,138.604888,42.700001,22.4,108,102,0
1, 2015-10-22T13:12:33+10:30,-34.922026,138.604888,42.400002,22.4,197,65,0
1, 2015-10-22T13:12:38+10:30,-34.922253,138.605006,42.200001,22.4,181,51,0
1, 2015-10-22T13:12:43+10:30,-34.92204,138.604586,42.099998,22.4,177,45,0
1, 2015-10-22T13:12:48+10:30,-34.921943,138.60467,41.799999,22.4,161,43,0
1, 2015-10-22T13:12:53+10:30,-34.921888,138.604672,40.799999,22.4,246,43,0
1, 2015-10-22T13:12:58+10:30,-34.921888,138.604672,39.900002,22.5,111,46,0
1, 2015-10-22T13:13:03+10:30,-34.921871,138.604544,39.299999,22.799999,186,48,0
1, 2015-10-22T13:13:08+10:30,-34.921892,138.604488,38.799999,22.9,174,52,0
1, 2015-10-22T13:13:13+10:30,-34.921941,138.604468,38.299999,23,195,55,0
1, 2015-10-22T13:13:18+10:30,-34.921976,138.604412,38,22.799999,160,58,0
1, 2015-10-22T13:13:23+10:30,-34.922002,138.604355,37.900002,22.799999,194,62,0
1, 2015-10-22T13:13:28+10:30,-34.921994,138.604296,37.599998,22.799999,106,65,0
1, 2015-10-22T13:13:33+10:30,-34.921984,138.604242,37.099998,22.799999,196,68,0
1, 2015-10-22T13:13:38+10:30,-34.922026,138.604265,0,0,189,73,0
1, 2015-10-22T13:13:43+10:30,-34.922026,138.604265,36.200001,22.799999,187,79,0
1, 2015-10-22T13:13:48+10:30,-34.922026,138.604265,36.599998,22.799999,179,86,0
1, 2015-10-22T13:13:53+10:30,-34.922026,138.604265,36.599998,22.9,115,92,0
1, 2015-10-22T13:13:58+10:30,-34.92211,138.604288,36.400002,22.799999,128,261,1
1, 2015-10-22T13:14:03+10:30,-34.92211,138.604288,36.200001,22.9,165,258,1
1, 2015-10-22T13:14:08+10:30,-34.92211,138.604288,36,22.9,158,226,1
1, 2015-10-22T13:14:13+10:30,-34.922321,138.603744,35.599998,22.9,167,213,1
1, 2015-10-22T13:14:18+10:30,-34.922493,138.603411,35.400002,22.9,162,197,1
1, 2015-10-22T13:14:23+10:30,-34.922559,138.603529,35.200001,22.9,149,186,1
1, 2015-10-22T13:14:28+10:30,-34.922623,138.603656,35,22.799999,161,179,1
1, 2015-10-22T13:14:33+10:30,-34.922728,138.603639,34.900002,22.799999,176,171,1
1, 2015-10-22T13:14:38+10:30,-34.92277,138.603521,34.900002,22.799999,165,166,1
1, 2015-10-22T13:14:43+10:30,-34.922736,138.603397,34.799999,22.799999,174,164,1
1, 2015-10-22T13:14:48+10:30,-34.922702,138.603333,34.700001,22.700001,165,166,1
1, 2015-10-22T13:14:53+10:30,-34.922632,138.603231,34.700001,22.700001,174,169,1
1, 2015-10-22T13:14:58+10:30,-34.922625,138.603096,34.599998,22.700001,113,76,0
1, 2015-10-22T13:15:03+10:30,-34.92266,138.603051,34.599998,22.700001,182,42,0
1, 2015-10-22T13:15:08+10:30,-34.922715,138.602952,34.5,22.6,145,32,0
1, 2015-10-22T13:15:13+10:30,-34.922725,138.602835,34.599998,22.700001,174,30,0
1, 2015-10-22T13:15:18+10:30,-34.922729,138.60278,34.700001,23,167,27,0
1, 2015-10-22T13:15:23+10:30,-34.92276,138.602645,34.5,22.799999,185,27,0
1, 2015-10-22T13:15:28+10:30,-34.922787,138.602509,34.400002,22.799999,135,28,0
1, 2015-10-22T13:15:33+10:30,-34.922802,138.602454,34.5,22.799999,184,27,0
1, 2015-10-22T13:15:38+10:30,-34.922779,138.602332,34.400002,22.799999,148,28,0
1, 2015-10-22T13:15:43+10:30,-34.922766,138.602277,34.299999,22.799999,173,30,0
1, 2015-10-22T13:15:48+10:30,-34.922755,138.602217,34.299999,22.799999,172,34,0
1, 2015-10-22T13:15:53+10:30,-34.922759,138.602153,34.299999,22.700001,172,35,0
1, 2015-10-22T13:15:58+10:30,-34.922768,138.602086,34.299999,22.700001,118,39,0
1, 2015-10-22T13:16:03+10:30,-34.922812,138.601959,34.299999,22.700001,178,44,0
1, 2015-10-22T13:16:08+10:30,-34.922804,138.601883,34.299999,22.700001,159,47,0
1, 2015-10-22T13:16:13+10:30,-34.922766,138.601753,34.299999,22.700001,234,46,0
1, 2015-10-22T13:16:18+10:30,-34.922735,138.601621,34.299999,22.700001,180,47,0
1, 2015-10-22T13:16:23+10:30,-34.922744,138.60149,34.299999,22.700001,174,52,0
1, 2015-10-22T13:16:28+10:30,-34.922754,138.601374,34.400002,22.700001,158,192,1
1, 2015-10-22T13:16:33+10:30,-34.922746,138.601318,34.5,22.700001,165,235,1
1, 2015-10-22T13:16:38+10:30,-34.922789,138.601211,34.400002,22.6,176,223,1
1, 2015-10-22T13:16:43+10:30,-34.922803,138.60115,34.400002,22.6,155,200,1
1, 2015-10-22T13:16:48+10:30,-34.922816,138.601035,34.400002,22.6,171,185,1
1, 2015-10-22T13:16:53+10:30,-34.922825,138.60098,34.5,22.6,155,175,1
1, 2015-10-22T13:16:58+10:30,-34.922797,138.600854,34.5,22.700001,154,170,1
1, 2015-10-22T13:17:03+10:30,-34.922784,138.600797,34.5,22.6,174,168,1
1, 2015-10-22T13:17:08+10:30,-34.922753,138.600686,34.5,22.6,176,168,1
1, 2015-10-22T13:17:13+10:30,-34.922768,138.600628,34.5,22.6,170,168,1
1, 2015-10-22T13:17:18+10:30,-34.922762,138.600515,34.5,22.6,172,164,1
1, 2015-10-22T13:17:23+10:30,-34.922753,138.600458,34.5,22.6,178,161,1
1, 2015-10-22T13:17:29+10:30,-34.922745,138.600333,34.400002,22.6,172,68,0
1, 2015-10-22T13:17:34+10:30,-34.922765,138.600284,34.400002,22.5,188,37,0
1, 2015-10-22T13:17:39+10:30,-34.922821,138.600091,34.5,22.5,190,29,0
1, 2015-10-22T13:17:44+10:30,-34.922855,138.599943,34.5,22.5,151,28,0
1, 2015-10-22T13:17:49+10:30,-34.922847,138.599782,34.599998,22.6,186,28,0
1, 2015-10-22T13:17:54+10:30,-34.922883,138.599562,34.599998,22.6,163,28,0
1, 2015-10-22T13:17:59+10:30,-34.922883,138.599562,34.700001,22.700001,108,23,0
1, 2015-10-22T13:18:04+10:30,-34.922922,138.599531,34.599998,22.700001,118,27,0
1, 2015-10-22T13:18:09+10:30,-34.922922,138.599531,34.5,22.799999,192,32,0
1, 2015-10-22T13:18:14+10:30,-34.922922,138.599531,34.5,22.9,159,38,0
1, 2015-10-22T13:18:19+10:30,-34.922935,138.599473,34.5,23,211,38,0
1, 2015-10-22T13:18:24+10:30,-34.922935,138.599473,34.400002,22.9,158,43,0
1, 2015-10-22T13:18:29+10:30,-34.9229,138.599432,34.400002,23,144,44,0
1, 2015-10-22T13:18:34+10:30,-34.9229,138.599432,34.299999,23,123,50,0
1, 2015-10-22T13:18:39+10:30,-34.922849,138.599445,34.299999,23,198,54,0
1, 2015-10-22T13:18:44+10:30,-34.922849,138.599445,34.299999,23.1,178,58,0
1, 2015-10-22T13:18:49+10:30,-34.922818,138.599494,34.299999,23.1,198,52,0
1, 2015-10-22T13:18:54+10:30,-34.922818,138.599494,34.200001,23.1,183,56,0
1, 2015-10-22T13:18:59+10:30,-34.922865,138.599521,34.099998,23.1,160,193,1
1, 2015-10-22T13:19:04+10:30,-34.922898,138.599628,33.900002,23.200001,159,236,1
1, 2015-10-22T13:19:09+10:30,-34.922953,138.599638,33.799999,23.200001,170,220,1
1, 2015-10-22T13:19:14+10:30,-34.923002,138.599645,33.700001,23.200001,168,209,1
1, 2015-10-22T13:19:19+10:30,-34.923052,138.599633,33.700001,23.1,265,197,1
1, 2015-10-22T13:19:24+10:30,-34.923052,138.599633,33.599998,23.1,171,185,1
1, 2015-10-22T13:19:29+10:30,-34.923077,138.599578,33.700001,23.1,170,178,1
1, 2015-10-22T13:19:34+10:30,-34.923123,138.599566,33.700001,23.1,180,173,1
1, 2015-10-22T13:19:39+10:30,-34.92318,138.599525,33.700001,23.1,166,172,1
1, 2015-10-22T13:19:44+10:30,-34.923277,138.599511,33.700001,23.1,180,173,1
1, 2015-10-22T13:19:49+10:30,-34.923387,138.599488,33.700001,23.1,177,176,1
1, 2015-10-22T13:19:54+10:30,-34.923427,138.599461,33.700001,23,175,171,1
1, 2015-10-22T13:19:59+10:30,-34.923692,138.599497,33.700001,23.1,173,75,0
1, 2015-10-22T13:20:04+10:30,-34.923746,138.599496,33.700001,23,184,44,0
1, 2015-10-22T13:20:09+10:30,-34.923846,138.599457,33.700001,23,180,37,0
1, 2015-10-22T13:20:14+10:30,-34.923902,138.59942,33.799999,23,99,33,0
1, 2015-10-22T13:20:19+10:30,-34.924015,138.599373,33.799999,23,109,32,0
1, 2015-10-22T13:20:24+10:30,-34.924152,138.599463,33.799999,22.9,184,33,0
1, 2015-10-22T13:20:29+10:30,-34.924239,138.59959,33.799999,22.9,172,34,0
1, 2015-10-22T13:20:34+10:30,-34.924363,138.59976,33.799999,22.9,177,34,0
1, 2015-10-22T13:20:39+10:30,-34.924407,138.599798,33.799999,22.9,182,37,0
1, 2015-10-22T13:20:44+10:30,-34.924455,138.599813,33.900002,22.9,223,39,0
1, 2015-10-22T13:20:49+10:30,-34.924505,138.599798,33.900002,22.9,129,40,0
1, 2015-10-22T13:20:54+10:30,-34.924553,138.599773,33.900002,22.799999,178,48,0
1, 2015-10-22T13:20:59+10:30,-34.924608,138.599774,34,22.799999,188,55,0
1, 2015-10-22T13:21:04+10:30,-34.924659,138.599763,34.099998,22.799999,163,63,0
1, 2015-10-22T13:21:09+10:30,-34.924762,138.600108,34.200001,22.700001,185,68,0
1, 2015-10-22T13:21:14+10:30,-34.924762,138.60027,34.299999,22.799999,190,68,0
1, 2015-10-22T13:21:19+10:30,-34.924796,138.600388,34.299999,22.700001,143,72,0
1, 2015-10-22T13:21:24+10:30,-34.924968,138.600193,34.299999,22.700001,196,77,0
1, 2015-10-22T13:21:29+10:30,-34.925016,138.600027,34.400002,22.6,159,221,1
1, 2015-10-22T13:21:34+10:30,-34.925124,138.60005,34.5,22.700001,150,238,1
1, 2015-10-22T13:21:39+10:30,-34.92523,138.600094,34.400002,22.6,160,220,1
1, 2015-10-22T13:21:44+10:30,-34.925309,138.599987,34.400002,22.6,167,198,1
1, 2015-10-22T13:21:49+10:30,-34.925382,138.599892,34.5,22.5,166,185,1
1, 2015-10-22T13:21:54+10:30,-34.925462,138.599794,34.5,22.5,166,175,1
1, 2015-10-22T13:21:59+10:30,-34.925517,138.599785,34.5,22.5,155,170,1
1, 2015-10-22T13:22:04+10:30,-34.925628,138.599802,34.599998,22.5,172,170,1
1, 2015-10-22T13:22:09+10:30,-34.925645,138.599933,34.599998,22.4,165,170,1
1, 2015-10-22T13:22:14+10:30,-34.925679,138.599969,34.599998,22.4,169,169,1
1, 2015-10-22T13:22:19+10:30,-34.925679,138.599969,34.700001,22.299999,169,170,1
1, 2015-10-22T13:22:24+10:30,-34.925723,138.599952,34.700001,22.4,184,161,1
1, 2015-10-22T13:22:29+10:30,-34.925723,138.599952,34.700001,22.299999,182,72,0
1, 2015-10-22T13:22:34+10:30,-34.925763,138.599921,34.799999,22.299999,171,39,0
1, 2015-10-22T13:22:39+10:30,-34.925791,138.599876,34.799999,22.299999,130,30,0
1, 2015-10-22T13:22:44+10:30,-34.925838,138.599851,34.700001,22.299999,198,27,0
1, 2015-10-22T13:22:49+10:30,-34.925888,138.599824,34.700001,22.299999,137,27,0
1, 2015-10-22T13:22:54+10:30,-34.925986,138.599776,34.799999,22.299999,191,27,0
1, 2015-10-22T13:22:59+10:30,-34.926032,138.599773,0,0,189,27,0
1, 2015-10-22T13:23:04+10:30,-34.926142,138.599726,34.200001,21.9,184,27,0
1, 2015-10-22T13:23:09+10:30,-34.926294,138.599707,34.599998,21.9,188,27,0
1, 2015-10-22T13:23:14+10:30,-34.926392,138.599752,34.700001,21.9,108,31,0
1, 2015-10-22T13:23:19+10:30,-34.926502,138.599792,34.700001,21.799999,184,34,0
1, 2015-10-22T13:23:24+10:30,-34.926548,138.599822,34.799999,21.700001,222,37,0
1, 2015-10-22T13:23:29+10:30,-34.926588,138.59986,35,21.700001,162,41,0
1, 2015-10-22T13:23:34+10:30,-34.926694,138.599849,35,21.5,177,41,0
1, 2015-10-22T13:23:39+10:30,-34.926749,138.599861,35,21.4,184,44,0
1, 2015-10-22T13:23:44+10:30,-34.926845,138.599878,35.099998,21.299999,121,47,0
1, 2015-10-22T13:23:49+10:30,-34.926899,138.599896,35.299999,21.299999,190,51,0
1, 2015-10-22T13:23:54+10:30,-34.927042,138.599912,35.400002,21.299999,178,53,0
1, 2015-10-22T13:23:59+10:30,-34.927105,138.599918,35.599998,21.299999,173,189,1
1, 2015-10-22T13:24:04+10:30,-34.927151,138.599936,35.799999,21.299999,161,221,1
1, 2015-10-22T13:24:09+10:30,-34.927191,138.599975,35.900002,21.299999,173,207,1
1, 2015-10-22T13:24:14+10:30,-34.927191,138.599975,36,21.4,163,191,1
1, 2015-10-22T13:24:19+10:30,-34.927191,138.599975,36.099998,21.4,176,181,1
1, 2015-10-22T13:24:24+10:30,-34.927235,138.599946,36.099998,21.4,184,171,1
1, 2015-10-22T13:24:29+10:30,-34.92727,138.599902,36.299999,21.5,165,163,1
1, 2015-10-22T13:24:34+10:30,-34.927314,138.599862,36.299999,21.5,158,169,1
1, 2015-10-22T13:24:39+10:30,-34.927314,138.599862,36.299999,21.5,167,171,1
1, 2015-10-22T13:24:44+10:30,-34.927314,138.599862,36.299999,21.6,188,171,1
1, 2015-10-22T13:24:49+10:30,-34.927314,138.599862,36.299999,21.6,164,171,1
1, 2015-10-22T13:24:54+10:30,-34.927314,138.599862,36.400002,21.6,165,172,1
1, 2015-10-22T13:24:59+10:30,-34.927314,138.599862,36.599998,21.700001,115,80,0
1, 2015-10-22T13:25:04+10:30,-34.927314,138.599862,36.700001,21.700001,189,47,0
1, 2015-10-22T13:25:09+10:30,-34.927314,138.599862,36.799999,21.700001,165,36,0
1, 2015-10-22T13:25:14+10:30,-34.927314,138.599862,37,21.9,178,31,0
1, 2015-10-22T13:25:19+10:30,-34.927314,138.599862,37,21.9,125,30,0
1, 2015-10-22T13:25:24+10:30,-34.927314,138.599862,37,22,195,30,0
1, 2015-10-22T13:25:29+10:30,-34.927314,138.599862,36.900002,22,137,32,0
1, 2015-10-22T13:25:34+10:30,-34.927314,138.599862,36.900002,22.1,189,33,0
1, 2015-10-22T13:25:39+10:30,-34.927314,138.599862,36.799999,22.200001,172,35,0
1, 2015-10-22T13:25:44+10:30,-34.927314,138.599862,36.700001,22.299999,198,37,0
1, 2015-10-22T13:25:49+10:30,-34.927314,138.599862,36.599998,22.4,148,38,0
1, 2015-10-22T13:25:54+10:30,-34.927314,138.599862,36.5,22.5,189,43,0
1, 2015-10-22T13:25:59+10:30,-34.927314,138.599862,36.400002,22.5,127,45,0
1, 2015-10-22T13:26:04+10:30,-34.927314,138.599862,36.200001,22.6,132,48,0
1, 2015-10-22T13:26:09+10:30,-34.927314,138.599862,36.200001,22.700001,190,51,0
1, 2015-10-22T13:26:14+10:30,-34.927358,138.599894,36.200001,22.700001,173,52,0
1, 2015-10-22T13:26:19+10:30,-34.927396,138.599925,36.200001,22.799999,150,48,0
1, 2015-10-22T13:26:24+10:30,-34.927452,138.599925,36.099998,22.799999,186,50,0
1, 2015-10-22T13:26:29+10:30,-34.927551,138.599958,36,22.9,179,195,1
1, 2015-10-22T13:26:34+10:30,-34.927593,138.599987,35.700001,22.9,166,236,1
1, 2015-10-22T13:26:39+10:30,-34.92764,138.600005,35.5,22.9,164,221,1
1, 2015-10-22T13:26:44+10:30,-34.92764,138.600005,35.5,23,163,201,1
1, 2015-10-22T13:26:49+10:30,-34.927685,138.599983,35.299999,23,177,186,1
1, 2015-10-22T13:26:54+10:30,-34.927729,138.599963,35.099998,23,160,182,1
1, 2015-10-22T13:26:59+10:30,-34.927729,138.599963,35.099998,23,162,179,1
1, 2015-10-22T13:27:04+10:30,-34.92778,138.599961,35.299999,23.1,168,175,1
1, 2015-10-22T13:27:09+10:30,-34.927815,138.600003,35.400002,23.1,169,174,1
1, 2015-10-22T13:27:14+10:30,-34.927815,138.600003,35.400002,23.1,173,176,1
1, 2015-10-22T13:27:19+10:30,-34.927815,138.600003,35.5,23,169,178,1
1, 2015-10-22T13:27:24+10:30,-34.927815,138.600003,35.599998,23.1,160,179,1
1, 2015-10-22T13:27:30+10:30,-34.927815,138.600003,35.599998,23.1,245,84,0
1, 2015-10-22T13:27:35+10:30,-34.927815,138.600003,35.599998,23.1,131,50,0
1, 2015-10-22T13:27:40+10:30,-34.927815,138.600003,35.900002,23.1,190,38,0
1, 2015-10-22T13:27:45+10:30,-34.927815,138.600003,36,23.1,183,35,0
1, 2015-10-22T13:27:50+10:30,-34.927815,138.600003,36.099998,23.1,186,31,0
1, 2015-10-22T13:27:55+10:30,-34.927815,138.600003,36.200001,23.1,137,30,0
1, 2015-10-22T13:28:00+10:30,-34.927815,138.600003,36.400002,23.1,192,33,0
1, 2015-10-22T13:28:05+10:30,-34.927815,138.600003,36.5,23.1,144,35,0
1, 2015-10-22T13:28:10+10:30,-34.927815,138.600003,36.799999,23.1,193,37,0
1, 2015-10-22T13:28:15+10:30,-34.927815,138.600003,36.900002,23,176,40,0
1, 2015-10-22T13:28:20+10:30,-34.927815,138.600003,37.099998,23.1,185,42,0
1, 2015-10-22T13:28:25+10:30,-34.927815,138.600003,0,0,209,45,0
1, 2015-10-22T13:28:30+10:30,-34.927815,138.600003,37.799999,23.1,127,48,0
1, 2015-10-22T13:28:35+10:30,-34.927815,138.600003,37.400002,23.1,197,51,0
1, 2015-10-22T13:28:40+10:30,-34.927815,138.600003,37.5,23.1,185,55,0
1, 2015-10-22T13:28:45+10:30,-34.927815,138.600003,37.5,23.1,192,58,0
1, 2015-10-22T13:28:50+10:30,-34.927815,138.600003,37.599998,23.1,193,61,0
1, 2015-10-22T13:28:55+10:30,-34.927815,138.600003,37.599998,23.200001,190,65,0
1, 2015-10-22T13:29:00+10:30,-34.927815,138.600003,37.799999,23.200001,163,216,1
1, 2015-10-22T13:29:05+10:30,-34.927815,138.600003,37.900002,23.200001,181,244,1
1, 2015-10-22T13:29:10+10:30,-34.927815,138.600003,38.099998,23.200001,178,221,1
1, 2015-10-22T13:29:15+10:30,-34.927815,138.600003,38.099998,23.200001,175,201,1
1, 2015-10-22T13:29:20+10:30,-34.927833,138.600105,38.099998,23.200001,171,193,1
1, 2015-10-22T13:29:25+10:30,-34.927833,138.600105,38.099998,23.200001,158,187,1
1, 2015-10-22T13:29:30+10:30,-34.927833,138.600105,38.099998,23.200001,163,185,1
1, 2015-10-22T13:29:35+10:30,-34.927833,138.600105,38.200001,23.200001,283,184,1
1, 2015-10-22T13:29:40+10:30,-34.927833,138.600105,38.200001,23.200001,171,184,1
1, 2015-10-22T13:29:45+10:30,-34.927844,138.600202,38.200001,23.200001,175,184,1
1, 2015-10-22T13:29:50+10:30,-34.927834,138.600256,38.200001,23.200001,170,183,1
1, 2015-10-22T13:29:55+10:30,-34.927834,138.600256,38.200001,23.200001,196,184,1
1, 2015-10-22T13:30:00+10:30,-34.927834,138.600256,38.200001,23.299999,123,88,0
